"","X","sub1","sub2","cor1","pval1","cor2","pval2","sameSemester"
"17091","cor",1179245,2258712,0.146271170804581,0.0150113318325211,0.0482210924527744,0.381124695518934,0
"17096","cor",1179245,2312068,0.723907317920432,0.000207418607036694,0.391565709552687,0.00857733419150855,337
"17097","cor",1179245,2312085,0.533525542660253,0.00874662065506016,-0.0469465543520936,0.839859271985092,261
"17098","cor",1179245,2328456,0.242741755790121,3.48089644825177e-07,-0.172607656535194,0.207606686861229,409
"17109","cor",1179245,2805785,0.284130260536138,0.0101510292966227,0.0152023556843002,0.923874258348157,37
"17119","cor",1179245,3855141,0.321328342374952,8.71880306796298e-20,0.423119401473773,1.04199706024243e-05,0
"17129","cor",1179245,4145120,0.408616254902217,7.82844646596458e-15,0.393500577225088,0.051641570276547,0
"17132","cor",1179245,4145320,0.105499464388694,0.623693909042409,0.172422801884163,0.0016132837247334,781
"17162","cor",1179245,4151162,0.168781337314249,0.111778560368717,0.203183251294519,0.00034743731546377,0
"17176","cor",1179245,4651267,0.424390016035089,3.211190252397e-09,0.0157078229521005,0.936767643666878,0
"17181","cor",1179245,22827171,0.155168000604155,0.501829364044912,0.158550498051498,0.480974645757358,326
"17185","cor",1179245,23610182,0.100684912455096,0.0606188548684903,-0.00904203831293196,0.961496300144054,0
"17217","cor",1179245,24007074,0.309242681648136,2.50237141134728e-06,0.0271867376972304,0.832492492217021,124
"17220","cor",1179245,24092156,0.218263228291045,0.00229327046495354,0.240018550619923,0.0119425057351093,0
"17221","cor",1179245,24092923,0.207616668859674,0.00468488813502375,0.189897646034474,0.00241977530586389,0
"17270","cor",1179245,24346308,0.0920194963692199,0.547711583907023,0.462391587095234,6.50727552598976e-15,0
"17271","cor",1179245,24346316,0.0306922935560984,0.837730004793895,0.212953367713232,0.258538823696174,234
"17285","cor",1179245,24429011,0.38371716477451,8.53399888641709e-18,0.188725210262983,0.366275076021583,1
"17286","cor",1179245,24429039,0.317530090476486,1.68269185452124e-07,0.298141758644351,0.177764895988992,0
"17291","cor",1179245,24508366,0.411081331263885,9.55556776753759e-26,0.41676876337238,0.0176484832200453,0
"17343","cor",1179245,47848061,0.118011919633817,0.610422765140233,0.224127230832046,1.76707470510249e-05,0
"17354","cor",1179245,47934533,0.134196282888857,0.368489148715298,0.0926337523732074,0.485294825800273,0
"17404","cor",1179245,52150910,0.221813066522651,0.0182168014205229,-0.088259587689179,0.419040209657707,77
"17449","cor",1179245,71615018,0.35848864332055,1.61775288465003e-07,-0.0738912687750312,0.743821242176177,0
"17462","cor",1179245,71645784,-0.0893020788583556,0.573841068165757,0.0778827427926272,0.200367411542892,10
"17464","cor",1179245,71646554,0.204226771750399,0.0973716606634723,-0.260677264546482,0.0646685877694587,135
"17497","cor",1179245,72257890,0.225000503801865,0.340210895015632,0.20856333355506,1.02860781015679e-15,0
"17502","cor",1179245,72259583,-0.11086944669084,0.501629061930257,-0.0288595365033859,0.805849235647337,53
"17523","cor",1179245,78938154,0.735350936730069,2.81693320472598e-05,0.135782520700734,0.122013276425219,0
"17581","cor",1179245,126877750,0.163567156096693,0.029139241027292,0.421180641599458,1.86893884353364e-27,215
"17595","cor",1179245,128313735,0.0523451069826458,0.791366032917019,0.311702746036289,0.0371266676354816,2
"17597","cor",1179245,128319867,0.338539951249136,1.5617162479302e-12,0.0499710337045451,0.493542267913244,14
"17603","cor",1179245,128532585,0.430338187438635,0.0582252291811383,0.136156336147135,0.481269566835218,0
"17604","cor",1179245,128636096,0.271156571970511,0.234461757637113,-0.2393392300628,0.249208673081708,0
"17606","cor",1179245,128676455,-0.184038816065571,0.249381992306749,0.0437948191876975,0.701544506030651,79
"17651","cor",1179245,129609800,0.385237032303102,0.0033688789299489,0.459344139076319,0.000118627022585514,2
"17699","cor",1179245,132121224,0.456310222098141,7.79394824018e-32,0.075148279077261,0.733267168424568,5
"17802","cor",1179245,229733923,0.34134732662557,5.4573580057454e-08,0.141621573230071,0.409993143098655,0
"17813","cor",1179245,229971214,0.582463596035654,2.1690813371029e-05,0.413736699068253,5.83038654684344e-09,15
"17834","cor",1179245,230488596,0.225749910609084,0.131420763877917,-0.256432705126308,0.237561485076274,235
"17835","cor",1179245,230597543,0.276277011417308,9.68667626276587e-06,0.530629865364491,0.000510844563355656,0
"17849","cor",1179245,231607947,0.129338463464858,0.402728220956247,0.477343229288929,1.41877063300952e-11,1
"17922","cor",1179245,235231621,0.214044990545516,0.256048145377989,0.228708269945125,0.0713971490365406,29
"17924","cor",1179245,235232086,-0.0722178531022922,0.680142126469001,0.250303756387161,0.0201047681658127,69
"17925","cor",1179245,235232193,-0.148725771449463,0.531452086417259,0.176641761789358,0.219773397230907,37
"17934","cor",1179245,235424527,0.0672202787794436,0.778265656550375,0.238977066276544,0.0295704251119781,48
"17935","cor",1179245,235424562,0.414488469975132,0.00783453926419054,0.219028881174713,0.0149339697391684,38
"17937","cor",1179245,235424622,0.169639780089036,0.166665697308314,0.227972631319307,0.151700763192439,57
"17938","cor",1179245,235424693,0.249777097175108,0.0370389062555023,0.065705780152823,0.611882787677819,66
"17946","cor",1179245,235424925,0.214582075482217,0.183633237765808,-0.0710219098339134,0.74743643903217,40
"17947","cor",1179245,235424960,0.209796083308643,0.0728080311284768,0.145129730877228,0.41282042571334,50
"17990","cor",1179245,249359872,0.247817003664894,2.24599365022906e-05,0.116256053598904,0.606404687425994,34
"18018","cor",1179245,260077392,0.427550805877533,1.20218240796455e-26,0.475522894206331,0.0140798024203841,0
"18081","cor",1179245,348715502,0.353704578450366,0.0899609606707703,0.153851268831219,0.034543074569547,244
"18082","cor",1179245,348716744,0.485647432426058,7.77010504533122e-15,0.302940594964919,0.000148472840092588,3
"18083","cor",1179245,348718726,0.15728155346411,0.352539954452837,0.145983814860056,0.242163423793929,39
"18101","cor",1179245,350849052,0.454186159905865,2.74554472537173e-33,0.317615578371372,0.130431325208787,0
"18112","cor",1179245,352053926,0.753010956396351,6.60775159459641e-07,0.139838629050221,0.545468556489208,150
"18113","cor",1179245,352055084,0.450211865358314,4.50898163290839e-11,0.10994086087531,0.6175167616397,11
"18125","cor",1179245,352252328,0.448858342079327,4.23963550457846e-30,0.423492351385013,0.0349028044878907,0
"18159","cor",1179245,354333046,0.51519966245138,2.37510610890353e-18,0.0197947837520187,0.910137276342196,1
"18220","cor",1179245,405237425,0.595468401932479,0.000256441880630754,0.268261524571407,1.22242681784044e-08,102
"18222","cor",1179245,405237897,0.184251440387468,0.304677785737294,0.190523257806039,0.361641713592568,84
"18322","cor",1179245,784633734,0.213089793787873,0.212101448829899,0.401601867281399,5.6698920718471e-10,0
"18330","cor",1179245,787366356,0.235265912644465,0.133659442692129,0.243764251885141,0.0914367894630319,550
"18382","cor",1179245,838992628,0.0330091277706152,0.857664985587795,-0.0220204212558867,0.885833721439864,107
"18433","cor",1179245,900058271,0.151530785919776,0.200637277945296,0.366823231291499,0.000276340231717842,35
"18438","cor",1179245,900064478,0.175630717825112,0.401047712182575,-0.067492259779975,0.777390093291604,7
"18502","cor",1179245,1046491990,0.260684228076742,0.198360400391891,0.509218559813702,1.2312861383859e-32,0
"18511","cor",1179245,1317715448,0.231990794787891,0.101399338459387,0.133396296548748,0.490285240582854,257
"18569","cor",1179245,1513564320,0.557857161117986,3.2034686350199e-14,0.368135523057157,0.0839244405618144,0
"18585","cor",1179245,1543042261,0.215821181784129,0.128247212266759,-0.0278522691364572,0.892564087643597,158
"18620","cor",1179245,1580209507,0.427504464370789,2.65512505068887e-09,-0.0774604037685925,0.700957438858932,40
"18624","cor",1179245,1580213986,0.339605157800236,1.19197375027369e-06,0.0614520966703013,0.674882399656771,15
"18625","cor",1179245,1580214098,0.0104417878482521,0.908741786635507,0.358153064264168,0.110897540376275,8
"18626","cor",1179245,1580214226,0.0272638083190887,0.870926924500408,0.134955939946607,0.502124935908124,3
"18627","cor",1179245,1580214404,0.516528742994736,0.000391211065624134,0.147738239112357,0.255852029173441,32
"18628","cor",1179245,1580215017,0.202660264758915,0.114172246942634,0.0853690205706648,0.338004264465133,57
"18631","cor",1179245,1580215248,0.306999511429466,0.175844345339493,0.0912705041448678,0.297959636531763,4
"18634","cor",1179245,1580215669,0.09614631349895,0.37568390483575,0.306312342971709,0.0431503617534884,74
"18639","cor",1179245,1580215967,0.105409126390626,0.358367537312224,-0.0675327241841691,0.595959675823402,85
"18641","cor",1179245,1580216068,0.30045631282366,0.144472468088003,0.0804303488305188,0.489769827542629,53
"18643","cor",1179245,1580216142,0.0688212705598752,0.766910503939695,0.292430590742276,0.0120545134286409,42
"18651","cor",1179245,1580216372,-0.285378446163315,0.209854543918106,-0.147276266130245,0.116255501299963,63
"18652","cor",1179245,1580216381,0.379722407634837,0.0171124332826181,0.00752460872674846,0.949980034409159,53
"18660","cor",1179245,1580217054,0.219541563163059,0.302654325917787,0.2944163369013,0.0688549174973596,30
"18662","cor",1179245,1580217230,0.243885138885846,0.014988319671459,0.275325180455039,0.109420488933007,87
"18664","cor",1179245,1580217250,-0.00585521715588348,0.961067493051344,0.143479612516287,0.410919527069597,54
"18667","cor",1179245,1580217429,-0.0639118016900718,0.772035527175008,0.142375533685466,0.516955515488108,15
"18697","cor",1179245,1581730301,0.194135743309993,0.060804860491611,0.349203164347837,0.0429443074022758,79
"18698","cor",1179245,1581730596,0.333914307157753,0.00614345245954739,0.218748956926177,0.354146998911133,39
"18702","cor",1179245,1581730905,0.221366217083367,0.0127365761427884,-0.0946427530424127,0.600350710184186,87
"18703","cor",1179245,1581730912,0.206364184164882,0.00143371208694671,-0.141052854060359,0.385306556773868,20
"18707","cor",1179245,1581731007,0.336799265826212,0.000158532102131543,0.11423558311386,0.500802603746421,91
"18709","cor",1179245,1581731097,0.0528273601596693,0.519439817780108,-0.0292160366326908,0.884980879473648,60
"18710","cor",1179245,1581731104,-0.0198982819477966,0.814175451666311,-0.190073787665756,0.385018944610453,12
"18729","cor",1179245,1583926565,0.353785833484505,3.1380606355031e-06,0.0442450233695802,0.794846846002175,0
"18771","cor",1179245,1657417886,0.178131264353692,0.0131951827715401,0.310069033385878,2.31390022332788e-35,0
"18777","cor",1179245,1657719952,0.238220746181663,0.0644886289576767,0.384108067266795,6.59766741705625e-56,0
"18780","cor",1179245,1658044571,0.657882320622687,8.07749115997773e-23,0.391205950099364,2.50650790484895e-26,0
"18781","cor",1179245,1658051971,0.421339535464912,1.48958041855167e-06,0.234563690509127,0.000238910636452326,444
"18782","cor",1179245,1658061639,0.510474371068769,9.85259324972332e-13,0.409994273891787,3.11375035449047e-29,0
"18783","cor",1179245,1658093326,0.539790573572386,9.83897934851911e-11,0.149347600830198,0.0198499377241987,444
"18789","cor",1179245,1659017558,0.422591161793341,9.44065772048649e-09,0.3901861518518,1.30871753017237e-20,0
"18790","cor",1179245,1659018426,0.468934099604744,7.49051297325274e-08,0.272072297323729,0.0146290256440277,435
"18791","cor",1179245,1659025202,0.444549059002679,0.0335596059363876,0.281237857575135,3.76163519957526e-06,0
"18798","cor",1179245,1661986440,0.580141836344545,0.000322698328773482,0.331624920834367,1.22893439334731e-10,1
"18831","cor",1179245,1676846587,0.267988499703165,0.0990525980458091,0.299669134616985,1.77003691192909e-13,0
"18887","cor",1179245,1680358717,0.107220833158275,0.278651669323275,0.205717644397122,0.175190083156301,17
"18908","cor",1179245,1685158711,0.203916434268276,0.247371842387638,0.396285931381087,6.43854190402684e-10,0
"19043","cor",1179245,1771652313,0.42245865890467,1.38089444251217e-15,0.302339668586975,4.2743922797436e-06,26
"19047","cor",1179245,1771703752,0.217014710208947,0.101772091848615,0.546642911322567,1.71918601575042e-20,2
"19048","cor",1179245,1771705517,-0.147507413186381,0.491555908250317,0.509300087689128,1.39228316278787e-16,51
"19056","cor",1179245,1776023686,-0.0946961098971247,0.606182373114221,0.470515618241479,0.0271090007704205,365
"19112","cor",1179245,1803280149,0.296411490676579,0.11172059357846,0.120891794625256,0.482470677327871,18
"19407","cor",1186202,1705532,0.508036628702591,2.71222134636749e-08,0.566121533276427,1.25370024589625e-58,0
"19408","cor",1186202,1705538,0.35587854697339,0.000401082143162398,0.283447727841602,0.00148854089925006,530
"19411","cor",1186202,1705590,0.504199487071999,5.67055488034895e-22,0.570798525005603,8.47007317031141e-109,2
"19412","cor",1186202,1705597,0.349710160185804,2.17692219318363e-09,0.307503272942638,4.52200058971701e-05,1055
"19500","cor",1186202,1772095,0.584785292295504,6.48683580182316e-13,0.429633427142815,0.0200190791256914,0
"19533","cor",1186202,1772517,0.345921357840447,2.93551282284368e-06,0.565329885119845,2.11739728416178e-78,0
"19565","cor",1186202,1772992,0.0229894537996853,0.861588415733944,0.181708860548122,0.255530173819615,0
"19619","cor",1186202,1773797,0.552599185729387,4.83162576870281e-07,0.62289694761028,6.43783634690882e-14,2
"19659","cor",1186202,1774262,0.231518151911431,0.265476478211123,0.405354110428177,4.9521293477644e-24,0
"19777","cor",1186202,1775427,0.421865426595313,2.20137895034963e-11,0.488443653249199,1.20513575586686e-52,0
"19778","cor",1186202,1775437,0.377469002853921,5.81670990710095e-09,0.282239632833409,0.000299323062776519,697
"20340","cor",1186202,71855072,0.19114076765573,0.278867502143709,0.587879790296033,5.6848668188599e-13,0
"20881","cor",1186202,257434376,0.234056726110785,0.0547223026414335,0.167907302715291,0.358314057768256,187
"20972","cor",1186202,351053875,-0.0704085524153468,0.589747560487993,0.214823121924021,0.222436086168263,185
"21085","cor",1186202,405237425,0.673293567348923,3.31356703305084e-05,0.168080718946918,0.143961672772569,179
"21188","cor",1186202,784634759,0.557461570078428,0.0011221930326713,0.426783581375336,0.00178927006351332,0
"26187","cor",125910731,227317652,0.132392313515047,0.210935039770575,0.162401393960178,0.00591013271895406,1
"26189","cor",125910731,227318424,0.0650404844254348,0.524593303380649,0.145852579040611,0.163015762165876,171
"26190","cor",125910731,227318683,0.180242999709427,0.0583557188023337,0.202184109548457,0.000665851268407902,0
"26225","cor",125910731,229971214,0.220562818993739,0.196128456884273,0.178292854401346,0.00230707874052047,90
"26261","cor",125910731,231607947,0.256805002759327,0.00318415204595572,0.2817331127915,1.40002992607967e-06,0
"26765","cor",125910731,830891729,-0.109422651221057,0.293785438484417,0.283739232775593,6.65736929859656e-05,0
"55920","cor",126727237,348698790,0.235874724720163,0.0627355287399372,0.445215155858526,0.0332634727735945,1
"55924","cor",126727237,348701447,0.118287559793415,0.200106553610334,0.0793546701474643,0.645479385855541,1
"56367","cor",126727237,1494715529,0.240083436474739,0.0864636422002987,0.108603652170466,0.574943601693103,0
"56705","cor",126727237,1680259260,0.175554486535032,0.06786231535111,0.141873556005955,0.167941748728045,0
"61114","cor",126854434,228377622,0.08776512102533,0.650753772258988,0.333963750286994,0.053567432045251,0
"61186","cor",126854434,231672762,0.474211313710657,0.000661741916091292,0.303680009395709,0.0401980156615703,0
"61482","cor",126854434,353834062,-0.0399704032515895,0.801566105575584,0.140090770276063,0.415123572538568,0
"62025","cor",126854434,1581023265,0.404431302685637,0.0619165708809161,0.290035640098636,0.142235990370019,0
"62158","cor",126854434,1676507646,0.310190596501514,0.149732678667938,0.268255797687992,0.103439500519681,2
"62401","cor",126854434,1776060937,0.624755306170694,0.00322954930099005,0.634019685957487,0.00016862172544367,0
"68970","cor",126877750,787366356,0.477315890963137,5.19727480651058e-20,0.215434512317935,0.0450729376865986,0
"69687","cor",126877750,1771703752,0.344507672563683,0.0317390718520645,0.305711246521384,0.0118759580038944,424
"71884","cor",126999599,128319867,0.0247141788158863,0.908739999814886,0.307885877482166,1.18131554834408e-08,0
"72823","cor",126999599,1499247990,0.216198890688028,0.109513116763213,0.343753671029348,1.1987236634748e-06,0
"73330","cor",126999599,1771652313,0.0152376618978763,0.927652596654636,0.42165519017809,5.14894114610855e-08,0
"75785","cor",127005949,231896292,0.332451163685626,0.0314674018255046,0.210480624490357,0.0759525951057371,18
"78150","cor",127006741,840814050,-0.104509904542925,0.422807220185251,0.123463658464163,0.531364411316537,0
"78286","cor",127006741,1499247990,0.371055164870459,0.0307363084477107,0.216328688921841,0.0134340678202457,0
"78793","cor",127006741,1771652313,0.413945858019678,0.0355304277656684,0.234099862982854,0.0157226480823261,0
"91878","cor",128123325,128636096,0.328109019036253,0.0822684458946343,-0.0314437943377772,0.881390744453005,0
"95501","cor",128314283,128676455,0.633266525434424,0.00155805612705004,0.109996318366659,0.428478407932117,43
"95558","cor",128314283,129688728,0.383670028435276,0.0275130229458566,0.427504118300519,0.0232577688357909,3
"95563","cor",128314283,129699210,0.636778626211934,0.000355213961396938,0.143939223447648,0.522779173472587,63
"95730","cor",128314283,230597543,0.492258618848728,0.00361477889670681,0.532408426753656,2.32800419322644e-10,2
"96062","cor",128314283,354383074,0.127937747719025,0.50836453941505,0.443767724361437,1.05369248611409e-05,2
"96624","cor",128314283,1583926565,0.679653031845722,0.000502798204301782,0.351509423301135,0.000414847892532685,1
"96938","cor",128314283,1771652313,0.500479641487612,0.0041387817864616,0.0132834026318182,0.928598636362379,0
