SubjectID	sections
1771018	Bioingénierie|Mineur en Biocomputing|Mineur en Neurosciences computationnelles|Sciences et technologies du vivant - master|Science et ingénierie computationnelles|Systèmes de communication - master|Informatique|Mineur en Systems Engineering
1899818511	Mineur en Systems Engineering
24165904	Génie électrique et électronique|Systèmes de communication - master|Informatique
230301204	Mathématiques - master|Ingénierie mathématique|Science et ingénierie computationnelles
47390229	Génie civil
348634646	Gestion de l'énergie et construction durable|Sciences et ingénierie de l'environnement
250986010	Chimie et génie chimique|Mineur en Biotechnologie
338340784	Gestion de l'énergie et construction durable|Génie civil
1680358228	Programme Sciences humaines et sociales
266851392	Génie nucléaire
1774172	Physique
1776047660	Microtechnique
47572529	Gestion de l'énergie et construction durable|Sciences et ingénierie de l'environnement|Science et ingénierie computationnelles
1771058	Génie électrique et électronique|Systèmes de communication - master|Informatique
1775157	Physique - master|Ingénierie physique
1889078840	Architecture|Echange AR
228390459	Gestion de l'énergie et construction durable|Management, technologie et entrepreneuriat|Génie mécanique
24102460	Génie électrique et électronique
72496701	Gestion de l'énergie et construction durable|Sciences et ingénierie de l'environnement
1680277058	Architecture
1807738465	Science et génie des matériaux
1659463240	Microtechnique
1908418130	Programme Sciences humaines et sociales
71466583	Architecture|Echange AR
2258520	Systèmes de communication|Informatique
4150874	Mathématiques - master|Ingénierie mathématique
1774522	Science et génie des matériaux
468310629	Chimie moléculaire et biologique
243791456	Science et ingénierie computationnelles
1580220001	Programme Sciences humaines et sociales
1889234532	Sciences et ingénierie de l'environnement
128676455	Informatique
1580215916	Programme Sciences humaines et sociales
1179245	Mathématiques|Génie civil|Sciences et ingénierie de l'environnement|Passerelle HES - GC|Microtechnique|Génie électrique et électronique|Science et génie des matériaux|Passerelle HES - EL
1919143539	Génie nucléaire
1705590	Génie civil|Sciences et ingénierie de l'environnement|Chimie et génie chimique|Génie électrique et électronique|Science et génie des matériaux|Génie mécanique|Microtechnique|Systèmes de communication|Informatique|Sciences et technologies du vivant
1580220027	Programme Sciences humaines et sociales
249749117	Programme Sciences humaines et sociales
431474304	Bioingénierie|Physique - master|Ingénierie physique
1580488321	Programme Sciences humaines et sociales
652076651	Sciences et ingénierie de l'environnement
830854788	Génie nucléaire
1680277127	Architecture
1661986440	Génie électrique et électronique|Génie mécanique
840801900	Science et génie des matériaux
136703631	Génie civil
1771011730	Ingénierie mathématique
1908428435	Programme Sciences humaines et sociales
1771071124	Sciences et technologies du vivant - master
71544480	Sciences et ingénierie de l'environnement
1680039586	Bioingénierie|Mineur en Neuroprosthétiques|Mineur en Neurosciences computationnelles|Sciences et technologies du vivant - master
1499251995	Microtechnique|Génie électrique et électronique|Passerelle HES - EL
1769332709	Passerelle HES - CGC
23996074	Bioingénierie|Microtechnique|Mineur en Technologies biomédicales|Sciences et technologies du vivant - master
1775277	CMS
1771183	Gestion de l'énergie et construction durable|Ingénierie financière|Systèmes de communication - master|Informatique
840844976	Management, technologie et entrepreneuriat|Mineur en Management, technologie et entrepreneuriat
405237425	Programme Sciences humaines et sociales
1499336370	Génie électrique et électronique|Passerelle HES - EL
1499248312	Génie électrique et électronique|Passerelle HES - EL
1928513209	Science et génie des matériaux
1581731104	Programme Sciences humaines et sociales
1771203	Systèmes de communication|Informatique
24346308	Mathématiques
1582851784	Gestion de l'énergie et construction durable
138587084	Physique - master|Ingénierie physique
125910731	Génie civil
1497044684	Mathématiques - master|Ingénierie mathématique|Ingénierie financière|Science et ingénierie computationnelles
1769357011	Architecture|Passerelle HES - AR
24508366	Sciences et technologies du vivant
1889079000	Architecture|Echange AR
1680039643	Bioingénierie|Sciences et technologies du vivant - master
1578086108	Microtechnique|Génie électrique et électronique|Passerelle HES - EL|Passerelle HES - MT
1680357086	UNIL - Géosciences|Sciences et ingénierie de l'environnement
1776592	Microtechnique
1580213986	Programme Sciences humaines et sociales
1775332	Architecture
128847590	Physique - master|Ingénierie physique
1773287	Systèmes de communication - master|Informatique
1769410751	Architecture|Passerelle HES - AR
1775342	Architecture
47848061	Information security minor|Systèmes de communication|Informatique
1803284776	Programme Sciences humaines et sociales
229613299	Mineur en Technologies biomédicales
71466740	Architecture
1769400055	Architecture
1775352	Architecture|Passerelle HES - AR
2348799	Bioingénierie|Sciences et technologies du vivant - master|Systèmes de communication - master
1803204353	Physique - master|Ingénierie physique
1807734531	Mathématiques - master|Ingénierie mathématique
1580216068	Programme Sciences humaines et sociales
1790254853	Systèmes de communication - master|Informatique
840861451	Ingénierie financière
1775372	Physique
1580220177	Programme Sciences humaines et sociales
1685570179	Génie électrique et électronique
1803280149	Programme Sciences humaines et sociales
1807233617	Mineur en Neuroprosthétiques|Mineur en Neurosciences computationnelles|Sciences et technologies du vivant - master
2258712	Systèmes de communication|Mathématiques|Information security minor|Science et ingénierie computationnelles|Informatique|Passerelle HES - IN|Passerelle HES - SC
1773337	Génie civil
1898331930	Micro and Nanotechnologies for Integrated Systems
352059163	Science et génie des matériaux
1678982942	Sciences et technologies du vivant
1888400347	Architecture
1899816746	Management, technologie et entrepreneuriat|Mineur en Management, technologie et entrepreneuriat
862953095	Gestion de l'énergie et construction durable
352055084	Science et génie des matériaux
48099118	Génie chimique et biotechnologie|Mineur en Énergie
72259375	Hors plans
71544625	Génie civil|Sciences et ingénierie de l'environnement
1659025202	Physique
129871669	Mathématiques - master|Ingénierie mathématique
1771067191	Bioingénierie|Sciences et technologies du vivant - master
231957812	Science et ingénierie computationnelles|Informatique
838978869	Science et génie des matériaux
2207995	Chimie et génie chimique|Génie civil|Mathématiques|Microtechnique|Génie électrique et électronique|Génie mécanique|Science et génie des matériaux|Sciences et ingénierie de l'environnement|Sciences et technologies du vivant|Systèmes de communication|Informatique
4145120	Génie chimique et biotechnologie|Mineur en Biotechnologie
1670080322	Gestion de l'énergie et construction durable|Microtechnique|Génie mécanique
1669225782	Chimie moléculaire et biologique|UNIL - Sciences forensiques
842513718	Management, technologie et entrepreneuriat|Ingénierie financière
71630664	Science et génie des matériaux
1919567689	Programme Sciences humaines et sociales
354383690	Ingénierie physique
348760034	Génie électrique et électronique|Systèmes de communication - master|Informatique
824161299	Bioingénierie|Génie mécanique|Mineur en Technologies biomédicales
1657417551	Chimie et génie chimique|Génie civil|Microtechnique|Génie électrique et électronique|Génie mécanique|Science et génie des matériaux|Sciences et ingénierie de l'environnement|Sciences et technologies du vivant|Systèmes de communication|Informatique
260077392	Sciences et technologies du vivant
1670043473	Génie électrique et électronique
1580214098	Programme Sciences humaines et sociales
1773402	Gestion de l'énergie et construction durable|Génie mécanique|Mineur en Énergie
1775452	Chimie et génie chimique|Sciences et technologies du vivant|Passerelle HES - CGC|Microtechnique|Génie électrique et électronique|Passerelle HES - EL|Passerelle HES - MT|Génie mécanique|Science et génie des matériaux|Passerelle HES - GM
1580220255	Programme Sciences humaines et sociales
24004448	Sciences et ingénierie de l'environnement
230666083	Mineur en Biocomputing|Science et ingénierie computationnelles|Passerelle HES - CGC
47564647	Mineur en Biotechnologie|Sciences et ingénierie de l'environnement
231901032	Systèmes de communication - master|Informatique
1657739114	Génie mécanique
1678983025	Sciences et technologies du vivant
249735026	Programme Sciences humaines et sociales
1773427	Science et génie des matériaux
1775477	Physique
132147064	Bioingénierie|Génie mécanique|Mineur en Technologies biomédicales
4151162	Information security minor|Systèmes de communication|Informatique
1773437	Chimie et génie chimique
1888395138	Science et génie des matériaux
47832968	Architecture
1775497	Physique
228388747	Gestion de l'énergie et construction durable|Génie mécanique|Science et ingénierie computationnelles
1773452	Génie électrique et électronique|Systèmes de communication|Informatique|Passerelle HES - EL
838977426	Science et génie des matériaux
1775507	Physique
840861591	Ingénierie financière
132425627	Physique - master|Ingénierie physique
230672285	Mineur en Biotechnologie
348608416	Génie civil|Sciences et ingénierie de l'environnement
1790207913	Systèmes de communication - master|Informatique
652058540	Génie civil
71630770	Science et génie des matériaux
1773492	Microtechnique|Génie électrique et électronique|Passerelle HES - EL|Systèmes de communication|Informatique
1680359353	Programme Sciences humaines et sociales
249735109	Programme Sciences humaines et sociales
229988298	Ingénierie financière
1771468	Mineur en Biocomputing|Mineur en Neurosciences computationnelles|Sciences et technologies du vivant - master|Systèmes de communication - master|Informatique
1888788429	Systèmes de communication|Informatique|Passerelle HES - IN|Passerelle HES - SC
838979534	Hors plans
72259536	Mineur en Énergie
1770649464	Génie civil
1888401365	Architecture
47947735	Sciences et technologies du vivant - master
652077020	Ingénierie mathématique
1771071455	Sciences et technologies du vivant - master
1771488	Chimie moléculaire et biologique
1887887330	Génie mécanique
23939045	Microtechnique|Passerelle HES - MT
23996396	Gestion de l'énergie et construction durable|Micro and Nanotechnologies for Integrated Systems|Microtechnique|Génie électrique et électronique
1771714545	Science et génie des matériaux
1775602	Génie civil
75309053	Génie électrique et électronique
72259583	Systèmes de communication
