Source,Target,type
1771764.0,1776347.0,indicative
1771764.0,2258712.0,indicative
47994028.0,1771764.0,indicative
1771764.0,47997051.0,indicative
1771764.0,82805306.0,indicative
128676975.0,1771764.0,indicative
1771794.0,128676975.0,indicative
1771829.0,1772095.0,indicative
1772417.0,1771829.0,indicative
1773787.0,1771829.0,indicative
1775277.0,1771829.0,indicative
29870604.0,1771829.0,indicative
85594280.0,1771829.0,indicative
1771849.0,1775032.0,indicative
24175202.0,1771849.0,indicative
1771905.0,1775912.0,indicative
1772025.0,1772030.0,indicative
1772025.0,1772095.0,indicative
1772025.0,1775427.0,indicative
1775697.0,1772025.0,indicative
1772025.0,1775702.0,indicative
1772025.0,257434376.0,indicative
1772025.0,1657719952.0,indicative
1772025.0,1676846587.0,indicative
1772025.0,1678982942.0,indicative
1772025.0,1678983025.0,indicative
1772030.0,1772095.0,indicative
1772992.0,1772030.0,indicative
1775427.0,1772030.0,indicative
1775697.0,1772030.0,indicative
1775702.0,1772030.0,indicative
784634759.0,1772030.0,indicative
1772030.0,1657415100.0,indicative
1657417551.0,1772030.0,indicative
1657719952.0,1772030.0,indicative
1676846587.0,1772030.0,indicative
1678982942.0,1772030.0,indicative
1773287.0,1772065.0,indicative
1772065.0,1774097.0,indicative
1772065.0,24166696.0,indicative
1772065.0,82805306.0,indicative
1772075.0,1773402.0,indicative
1775867.0,1772075.0,indicative
1772075.0,1777127.0,indicative
1777132.0,1772075.0,indicative
146861779.0,1772075.0,indicative
228377622.0,1772075.0,indicative
228388747.0,1772075.0,indicative
1772235.0,1772085.0,indicative
1772085.0,1775642.0,indicative
72259583.0,1772085.0,indicative
1772085.0,128314283.0,indicative
1772085.0,128676455.0,indicative
1772417.0,1772095.0,indicative
1772095.0,1772992.0,indicative
1772997.0,1772095.0,indicative
1772095.0,1773002.0,indicative
1772095.0,1773787.0,indicative
1773792.0,1772095.0,indicative
1772095.0,1773797.0,indicative
1773962.0,1772095.0,indicative
1774102.0,1772095.0,indicative
1772095.0,1774567.0,indicative
1772095.0,1774642.0,indicative
1775277.0,1772095.0,indicative
1772095.0,1775332.0,indicative
1772095.0,1775427.0,indicative
1772095.0,1775642.0,indicative
1772095.0,1775692.0,indicative
1775697.0,1772095.0,indicative
1772095.0,1775702.0,indicative
1772095.0,1776592.0,indicative
1772095.0,2207995.0,indicative
29870604.0,1772095.0,indicative
1772095.0,47848061.0,indicative
1772095.0,71544480.0,indicative
1772095.0,71855072.0,indicative
72257890.0,1772095.0,indicative
85594280.0,1772095.0,indicative
231606915.0,1772095.0,indicative
1772095.0,257434376.0,indicative
351053875.0,1772095.0,indicative
1772095.0,405237425.0,indicative
