Source,Target,type
837368471,1775637,indicative
352624843,1899816746,indicative
71855072,1772250,indicative
1661374484,1773682,indicative
1661374484,1513577805,indicative
1661374484,1772250,indicative
2229035,1898563805,indicative
2229035,352254973,indicative
1499250198,1776060846,indicative
1499250198,1790207913,indicative
1499250198,1670043473,indicative
1499250198,1499350407,indicative
1499250198,1678961803,indicative
1499250198,229720940,indicative
1499250198,348760034,indicative
1499250198,24165904,indicative
348607885,338340784,indicative
1771652313,1771468,indicative
1771652313,1913487410,indicative
652058942,1773452,indicative
652058942,1773472,indicative
652058942,2328456,indicative
652058942,1773472,indicative
652058942,1774472,indicative
47564647,1590321840,indicative
47564647,72496701,indicative
1659048310,1888393325,indicative
1659048310,1775477,indicative
1776059601,2258520,indicative
1776059601,1179245,indicative
1776059601,1179245,indicative
1775532,128848626,indicative
1775532,128851781,indicative
1775532,128851631,indicative
1775507,138587084,indicative
1775507,1775212,indicative
1775507,128847590,indicative
1775507,44378947,indicative
1775507,1775517,indicative
1775507,1888393325,indicative
1775507,1775497,indicative
1775507,1771690442,indicative
1775497,138587084,indicative
1775497,1775212,indicative
1494718976,1774522,indicative
1670063935,1773452,indicative
1670063935,1774472,indicative
1670063935,2328456,indicative
1497047397,2258520,indicative
1497047397,1179245,indicative
1497047397,1179245,indicative
354984919,1497047397,indicative
1499251995,24334799,indicative
22827171,1770786181,indicative
23996074,1670074783,indicative
161868049,1774567,indicative
250991626,1771690442,indicative
128851781,128848626,indicative
1771705517,1888395622,indicative
1771705517,1771714545,indicative
1496924504,1775782,indicative
838977426,1913487410,indicative
1772657,24302061,indicative
1772657,24334799,indicative
1772657,1670063935,indicative
1499334061,24102460,indicative
1773962,1773972,indicative
1773962,1769400055,indicative
1773962,1773982,indicative
1773002,1680358076,indicative
1772992,1581731065,indicative
1771067191,1680530324,indicative
1680235062,1889181461,indicative
837374708,1775352,indicative
348608416,44989325,indicative
71556171,1590321840,indicative
24429568,838974819,indicative
24429568,1774972,indicative
24429568,1771705517,indicative
24429568,840814050,indicative
24429568,1777132,indicative
24429568,229734640,indicative
24429568,1774567,indicative
24429568,1702138731,indicative
24429568,1771714545,indicative
24429568,1659463240,indicative
1775352,837374708,indicative
47987731,1898535955,indicative
1680257605,1913487410,indicative
72496701,71826349,indicative
72496701,231672762,indicative
1772030,1771071455,indicative
1772030,1046491990,indicative
1772030,351053875,indicative
1772025,351053875,indicative
1772025,1046491990,indicative
1684920459,1888393325,indicative
1684920459,1659048310,indicative
1684920421,1888393325,indicative
1769357011,1888400347,indicative
1769357011,1769400055,indicative
1773797,1888400347,indicative
1773797,126877750,indicative
1773797,1769400055,indicative
1774797,1497047397,indicative
1774797,1497044684,indicative
4145120,1913487410,indicative
1776797,1888402399,indicative
1776797,24175202,indicative
1773982,1773972,indicative
1773982,1769400055,indicative
1775517,138587084,indicative
1775517,44378947,indicative
1775517,1771690442,indicative
47995206,351053875,indicative
47995206,1771071455,indicative
1932632950,1932791826,indicative
1932632950,1941543671,indicative
1932632950,1770632,indicative
24375105,1913487410,indicative
350462476,1772275,indicative
128851000,128852199,indicative
128851000,129285391,indicative
128851631,128848626,indicative
128851631,128851781,indicative
229988060,236283202,indicative
230597543,837370054,indicative
1499350096,1773472,indicative
1499350096,1773472,indicative
1772432,1678983025,indicative
1661986440,1773452,indicative
1661986440,1774472,indicative
1661986440,1773492,indicative
1661986440,1773492,indicative
1661986440,1776057,indicative
1661986440,2328456,indicative
1661986440,1773492,indicative
1580213986,1913487410,indicative
229734572,1913487410,indicative
1774567,1680235062,indicative
1774567,1774547,indicative
71544480,1913487410,indicative
241135439,1913487410,indicative
1678983025,1913487410,indicative
1678982942,1678983025,indicative
1678982942,1913487410,indicative
2348799,837368471,indicative
1802440133,354987130,indicative
24508366,1773452,indicative
24508366,1773472,indicative
24508366,1774472,indicative
24508366,24302061,indicative
24508366,1773472,indicative
24508366,2328456,indicative
1543013152,1913487410,indicative
71630664,1888395622,indicative
128314283,1898576185,indicative
352617902,1774512,indicative
1772250,129776728,indicative
1774642,1582863195,indicative
1774642,1680039643,indicative
1774642,1774512,indicative
1774642,230678232,indicative
1774642,1775332,indicative
1774642,1770793617,indicative
1774642,1685303560,indicative
1774642,1497047397,indicative
1774642,1775637,indicative
2328456,1773472,indicative
2328456,1772657,indicative
2328456,24334799,indicative
2328456,1499248312,indicative
2328456,1776050537,indicative
2328456,1499350096,indicative
2328456,1773472,indicative
2328456,4145668,indicative
2328456,24302061,indicative
2328456,1499251995,indicative
2328456,1658221961,indicative
2328456,40249208,indicative
2328456,2222268,indicative
2328456,250991626,indicative
2328456,1670063935,indicative
2328456,1776060714,indicative
2328456,1771058,indicative
1774172,1913487410,indicative
1898553613,1913487410,indicative
129609800,1898557621,indicative
1807738465,1678983025,indicative
1807738465,129833984,indicative
1807738465,1771538,indicative
1680039643,1670074783,indicative
1888400347,1769706560,indicative
1888400347,1913487410,indicative
229987786,230003664,indicative
229987786,1898238663,indicative
229987786,840861451,indicative
229987786,840861591,indicative
80395102,842513718,indicative
80395102,1913487410,indicative
842513489,236283202,indicative
842513489,229988298,indicative
842513489,840861451,indicative
842513489,840861591,indicative
842513489,1771017288,indicative
1659025202,1888393325,indicative
1659017558,1888393325,indicative
4144900,47564647,indicative
4144900,1680530324,indicative
4144900,1771067191,indicative
4144900,1772275,indicative
4144900,350462476,indicative
1771764,1501687491,indicative
126877750,1774797,indicative
1774547,1774567,indicative
1774547,1889181461,indicative
125910731,1496924504,indicative
938058920,126877750,indicative
938058920,1774797,indicative
231606915,23325791,indicative
231606915,1776477,indicative
231606915,838976529,indicative
231606915,227318424,indicative
1776592,24102460,indicative
1776592,1676566727,indicative
1776592,1771058,indicative
1776592,1790169567,indicative
1776592,1499334061,indicative
1776592,24102460,indicative
1776592,1499334061,indicative
1776787,1888402399,indicative
1776787,24175202,indicative
1776787,1776797,indicative
1773972,1773982,indicative
132121224,24005195,indicative
132121224,231617900,indicative
132121224,1772335,indicative
132121224,260077392,indicative
132428658,1774567,indicative
1790169567,1921237690,indicative
230666083,1913487410,indicative
1775332,1888393325,indicative
1775332,837374708,indicative
1775332,1775352,indicative
1775332,1775342,indicative
1888788429,47830388,indicative
1888788429,400766326,indicative
1888788429,1772085,indicative
1888788429,4145668,indicative
1888788429,1499248312,indicative
1888788429,24345947,indicative
1888788429,1888393325,indicative
1888788429,128314283,indicative
1888788429,230597543,indicative
129699210,230003664,indicative
24175202,1888402399,indicative
24175202,1776797,indicative
1661986440,1669888598,indicative
1661986440,1773452,indicative
1661986440,1774472,indicative
1661986440,1773492,indicative
1661986440,1773492,indicative
1661986440,2328456,indicative
1775637,24004448,indicative
1775637,228390459,indicative
1775637,1770973,indicative
1775637,1774097,indicative
1775637,1771018,indicative
1775637,1774512,indicative
1775637,47980922,indicative
1775637,352617902,indicative
1775637,1771468,indicative
1775637,47233600,indicative
1775637,1771794,indicative
1775637,1772085,indicative
1775637,24345947,indicative
1775637,1774837,indicative
1775637,1889230132,indicative
1775637,128314283,indicative
1775637,231677206,indicative
1775637,129699210,indicative
1775637,1685303560,indicative
1775637,1932629392,indicative
1775637,230597543,indicative
1775637,1578086108,indicative
1775647,24004448,indicative
1775647,1770973,indicative
1775647,1772085,indicative
1775647,1774097,indicative
1775647,1771018,indicative
1775647,1774512,indicative
1775647,47980922,indicative
1775647,1771468,indicative
1775647,47233600,indicative
1775647,1771794,indicative
1775647,24345947,indicative
1775647,1774837,indicative
1775647,128314283,indicative
1775647,129699210,indicative
1775647,1932629392,indicative
1775647,230597543,indicative
1775647,1578086108,indicative
1773437,1772587,indicative
1773437,1774837,indicative
1774472,1773452,indicative
1774472,2328456,indicative
1580215162,1775507,indicative
23325791,1770632,indicative
1776477,1941543671,indicative
348210408,1680235062,indicative
348210408,1774567,indicative
348210408,1889181461,indicative
1776627,824210739,indicative
47565939,1800382716,indicative
47565939,1576313429,indicative
652078287,1774567,indicative
1771718,468310629,indicative
260077392,1590321840,indicative
260077392,72496701,indicative
1773682,1771718,indicative
1513577805,1678983025,indicative
1513577805,24429568,indicative
1513577805,1771538,indicative
354383074,1913487410,indicative
354383074,1497044684,indicative
838976529,71630664,indicative
231901032,1773287,indicative
784637359,2258520,indicative
784637359,1913487410,indicative
784637359,24092923,indicative
784637359,1179245,indicative
784637359,1179245,indicative
1769706560,1913487410,indicative
1898551900,47977389,indicative
72259375,1773492,indicative
72259375,1773452,indicative
72259375,2328456,indicative
72259375,1774472,indicative
72259375,1773492,indicative
4145668,71603578,indicative
4145668,1776050537,indicative
1771712588,1888395622,indicative
352252328,71898059,indicative
1773492,1773472,indicative
1773492,1772657,indicative
1773492,1499248312,indicative
1773492,1776050537,indicative
1773492,1499350096,indicative
1773492,1773472,indicative
1773492,4145668,indicative
1773492,24302061,indicative
1773492,1499251995,indicative
1773492,1658221961,indicative
1773492,1771058,indicative
1773492,1670063935,indicative
1773492,1776060714,indicative
47977389,1913487410,indicative
354383690,1888393325,indicative
132424935,1773452,indicative
132424935,1773472,indicative
132424935,2328456,indicative
132424935,1773472,indicative
132424935,1774472,indicative
1887888591,1501687491,indicative
400766326,1773492,indicative
400766326,1773492,indicative
400766326,1776050537,indicative
2258712,1770973,indicative
2258712,1773287,indicative
2258712,1771468,indicative
2258712,1704192615,indicative
2258712,231901032,indicative
838978162,1888395622,indicative
1775342,1888393325,indicative
1775342,837374708,indicative
1775342,352252328,indicative
1775342,1775477,indicative
1775342,1775352,indicative
1776377,128851781,indicative
1776377,24004448,indicative
1776377,24005195,indicative
1776377,228390459,indicative
1776377,1770973,indicative
1776377,72495962,indicative
1776377,1774097,indicative
1776377,231677206,indicative
1776377,348634646,indicative
1776377,352254973,indicative
1776377,47980922,indicative
1776377,128851631,indicative
1776377,128848626,indicative
1776377,24345947,indicative
1776377,1771468,indicative
1776377,47233600,indicative
1776377,1771794,indicative
1776377,1772085,indicative
1776377,229987786,indicative
1776377,348760034,indicative
1776377,353834062,indicative
1776377,1774837,indicative
1776377,1670074783,indicative
1776377,128314283,indicative
1776377,129699210,indicative
1776377,1932629392,indicative
1776377,1898238663,indicative
1776377,230597543,indicative
1776377,1578086108,indicative
1499340075,1773452,indicative
1499340075,1774472,indicative
1499340075,2328456,indicative
1776057,1773452,indicative
1776057,1774472,indicative
1776057,2328456,indicative
1680050992,71556171,indicative
1932794331,1932791826,indicative
1593341315,234597759,indicative
1773472,1773472,indicative
1773472,4145668,indicative
1773472,1499248312,indicative
1773472,1772657,indicative
1773472,1658221961,indicative
1773472,1776060714,indicative
1773472,1499251995,indicative
1773472,1776050537,indicative
44378947,1888393325,indicative
1775477,138587084,indicative
1775477,128851781,indicative
1775477,1775212,indicative
1775477,128847590,indicative
1775477,47830388,indicative
1775477,400766326,indicative
1775477,1776050537,indicative
1775477,132121224,indicative
1775477,1888788429,indicative
1775477,1775352,indicative
1775477,1772085,indicative
1775477,4145668,indicative
1775477,1499248312,indicative
1775477,127857132,indicative
1775477,1774762,indicative
1775477,230678232,indicative
1775477,24345947,indicative
1775477,1774972,indicative
1775477,1888393325,indicative
1775477,1773337,indicative
1775477,128314283,indicative
1775477,1775342,indicative
1775477,230597543,indicative
1775477,1775497,indicative
24345947,1497044684,indicative
838974819,838978162,indicative
1774972,23325791,indicative
1774972,1776477,indicative
1774972,1657739114,indicative
1774972,1888395622,indicative
1774972,1771712588,indicative
1774972,1777127,indicative
1774972,1932791826,indicative
1774972,1774797,indicative
1774972,1774762,indicative
1774972,414819112,indicative
1774972,227318424,indicative
1774972,838976529,indicative
1889230132,1774512,indicative
1888084194,1774567,indicative
1772085,47233600,indicative
1772085,47830388,indicative
1772085,348715502,indicative
1772085,1770973,indicative
1772085,1773452,indicative
1772085,126877750,indicative
1772085,1179245,indicative
1772085,352252328,indicative
1772085,47980922,indicative
1772085,1898563769,indicative
1772085,3855141,indicative
1772085,1772235,indicative
1772085,1497047397,indicative
1772085,24346085,indicative
1772085,1771468,indicative
1772085,3855141,indicative
1772085,1771794,indicative
1772085,1898553613,indicative
1772085,2229035,indicative
1772085,1774972,indicative
1772085,4148121,indicative
1772085,1772065,indicative
1772085,1772235,indicative
1772085,1179245,indicative
1772085,1773797,indicative
1772085,354984919,indicative
1670074783,1676570902,indicative
837368471,1774512,indicative
837368471,1685303560,indicative
837368471,352617902,indicative
348716744,1499336370,indicative
348716744,1678961803,indicative
348716744,1499340075,indicative
348716744,1499248312,indicative
348716744,350861389,indicative
348716744,24302061,indicative
348715502,1499336370,indicative
348715502,1499340075,indicative
348715502,24302061,indicative
348715502,1772065,indicative
348715502,1499248312,indicative
348715502,1776057,indicative
348715502,24334799,indicative
348715502,350861389,indicative
348715502,1678961803,indicative
348715502,1670063935,indicative
348715502,1676566727,indicative
1773452,1499336370,indicative
1773452,1774062,indicative
1773452,1776002,indicative
1773492,1773472,indicative
1499336370,350861389,indicative
1776002,350861389,indicative
24092923,354337707,indicative
24092923,1501687491,indicative
1921237690,1913487410,indicative
4649823,1499342340,indicative
231617900,72496701,indicative
350468544,47995206,indicative
350468544,352254973,indicative
350468544,1584778525,indicative
4151162,1770973,indicative
138587084,1888393325,indicative
1775382,1888393325,indicative
1775382,243429820,indicative
24346085,4148121,indicative
352055084,838978162,indicative
4148121,1913487410,indicative
1775372,128342116,indicative
1775372,1775382,indicative
1775372,1888393325,indicative
1775372,838977426,indicative
1775372,243429820,indicative
1775372,1659463240,indicative
1803204353,47390229,indicative
1803204353,1888393325,indicative
1803204353,229734640,indicative
