Source,Target
4151162,128314283
128676455,4151162
1704192615,4151162
136703631,4151954
136704168,4151954
4151954,136704309
338340784,4151954
353834062,4151954
44989325,47572529
47572541,44989325
72495962,44989325
44989325,72496701
354337707,47233600
136703631,47390229
47390229,136704168
136704309,47390229
47572475,72495962
47572541,47572529
72495962,47572529
47572529,72496701
47572529,231672762
47572541,72495962
47572541,72496701
47830388,47947735
48289169,47830388
71898059,47830388
354987130,47830388
47830388,1670074783
47848061,405237425
784637359,47848061
1581729904,47848061
1657719952,47848061
47848061,1790138559
128314283,47977389
47980922,128314283
47980922,129699210
47987731,230665709
47987731,350462476
350468544,47987731
47997051,353834062
71898059,48289169
48289169,354987130
126727237,71466583
71466740,126727237
71544625,71556171
359060026,71544625
71556171,359060026
71603711,128676975
71630664,352059163
348715502,71645784
71645784,1704192615
1790138595,71645784
1888788429,71645784
71840397,128676975
71855072,1657719952
71855072,1661374484
71855072,1757761712
129833984,71883318
784637359,72257890
1657417886,72257890
1657719952,72257890
1661986440,72257890
72257890,1676846587
72257890,1927284144
136703631,72259676
72259676,136704168
136704309,72259676
353834062,72259676
72495962,72496701
72495962,231672762
72495962,444523163
784634759,1657415100
1657417551,784634759
1657417886,784634759
784634759,1657719952
1676846587,784634759
784634759,1678983025
1757761712,784634759
1657417886,784637359
1657719952,784637359
784637359,1790138559
229720940,82805306
348760034,82805306
82805306,353834062
1676846587,938058920
1771652313,938058920
